name,label
train/bird/17227_bird.png,bird
train/horse/2611_horse.png,horse
train/cat/9694_cat.png,cat
test/truck/1155_truck.png,truck
train/automobile/19165_automobile.png,automobile
train/ship/46761_ship.png,ship
train/bird/29297_bird.png,bird
train/deer/47530_deer.png,deer
train/horse/40243_horse.png,horse
train/ship/42515_ship.png,ship
train/cat/34317_cat.png,cat
train/automobile/33314_automobile.png,automobile
train/airplane/20902_airplane.png,airplane
train/bird/43261_bird.png,bird
train/airplane/39409_airplane.png,airplane
train/automobile/3907_automobile.png,automobile
train/ship/19725_ship.png,ship
train/ship/6182_ship.png,ship
train/truck/29504_truck.png,truck
train/bird/19217_bird.png,bird
train/automobile/15506_automobile.png,automobile
test/deer/9205_deer.png,deer
test/frog/1087_frog.png,frog
train/ship/27261_ship.png,ship
train/automobile/23752_automobile.png,automobile
train/cat/10993_cat.png,cat
train/airplane/47916_airplane.png,airplane
test/ship/4497_ship.png,ship
train/ship/15237_ship.png,ship
train/horse/30121_horse.png,horse
test/horse/2781_horse.png,horse
train/deer/21425_deer.png,deer
train/automobile/32749_automobile.png,automobile
test/deer/6210_deer.png,deer
train/horse/19396_horse.png,horse
train/automobile/16777_automobile.png,automobile
train/airplane/42678_airplane.png,airplane
train/ship/6718_ship.png,ship
train/truck/43067_truck.png,truck
train/frog/35136_frog.png,frog
train/horse/6953_horse.png,horse
train/frog/46342_frog.png,frog
train/automobile/10977_automobile.png,automobile
train/truck/14847_truck.png,truck
train/airplane/21723_airplane.png,airplane
train/airplane/19778_airplane.png,airplane
train/airplane/4516_airplane.png,airplane
train/truck/23305_truck.png,truck
test/dog/7119_dog.png,dog
train/deer/6809_deer.png,deer
train/truck/38669_truck.png,truck
train/deer/10736_deer.png,deer
train/frog/32746_frog.png,frog
train/horse/46172_horse.png,horse
train/truck/8479_truck.png,truck
train/dog/38471_dog.png,dog
train/automobile/14384_automobile.png,automobile
train/frog/25979_frog.png,frog
train/truck/22196_truck.png,truck
train/truck/39746_truck.png,truck
train/dog/23712_dog.png,dog
test/dog/2845_dog.png,dog
test/airplane/7428_airplane.png,airplane
train/truck/32301_truck.png,truck
train/deer/38497_deer.png,deer
train/cat/45754_cat.png,cat
train/frog/5206_frog.png,frog
train/dog/21271_dog.png,dog
train/frog/15986_frog.png,frog
test/bird/748_bird.png,bird
test/horse/4951_horse.png,horse
train/automobile/42761_automobile.png,automobile
train/bird/6704_bird.png,bird
test/truck/4758_truck.png,truck
train/frog/44999_frog.png,frog
test/airplane/4824_airplane.png,airplane
train/bird/4583_bird.png,bird
train/deer/37665_deer.png,deer
train/airplane/43838_airplane.png,airplane
test/automobile/6536_automobile.png,automobile
train/airplane/27706_airplane.png,airplane
train/frog/31734_frog.png,frog
train/horse/38938_horse.png,horse
train/airplane/40287_airplane.png,airplane
train/horse/29975_horse.png,horse
train/cat/13502_cat.png,cat
train/ship/43485_ship.png,ship
train/deer/22431_deer.png,deer
train/dog/5613_dog.png,dog
train/automobile/1413_automobile.png,automobile
train/truck/45174_truck.png,truck
test/automobile/6090_automobile.png,automobile
test/cat/8548_cat.png,cat
train/dog/2271_dog.png,dog
train/automobile/15883_automobile.png,automobile
train/cat/20345_cat.png,cat
train/horse/43355_horse.png,horse
train/dog/9460_dog.png,dog
train/cat/2386_cat.png,cat
train/deer/16924_deer.png,deer
train/ship/28239_ship.png,ship
test/deer/7801_deer.png,deer
train/dog/37559_dog.png,dog
train/horse/34648_horse.png,horse
train/bird/24747_bird.png,bird
train/bird/11385_bird.png,bird
train/cat/20367_cat.png,cat
train/bird/4198_bird.png,bird
train/ship/21414_ship.png,ship
train/automobile/40749_automobile.png,automobile
train/frog/34674_frog.png,frog
train/horse/18401_horse.png,horse
train/truck/3774_truck.png,truck
train/cat/48315_cat.png,cat
train/cat/26559_cat.png,cat
train/deer/5119_deer.png,deer
test/cat/1996_cat.png,cat
train/ship/20812_ship.png,ship
train/airplane/41606_airplane.png,airplane
train/automobile/8119_automobile.png,automobile
train/bird/38063_bird.png,bird
train/ship/11965_ship.png,ship
train/cat/27734_cat.png,cat
train/ship/24688_ship.png,ship
train/airplane/42622_airplane.png,airplane
train/deer/13464_deer.png,deer
train/truck/25325_truck.png,truck
train/deer/33688_deer.png,deer
train/dog/12485_dog.png,dog
train/horse/5436_horse.png,horse
train/cat/5450_cat.png,cat
train/ship/45680_ship.png,ship
train/deer/6943_deer.png,deer
train/automobile/12963_automobile.png,automobile
train/cat/3081_cat.png,cat
train/airplane/9604_airplane.png,airplane
train/horse/37159_horse.png,horse
train/horse/25466_horse.png,horse
train/cat/7121_cat.png,cat
test/frog/7589_frog.png,frog
train/horse/44353_horse.png,horse
train/frog/12666_frog.png,frog
train/dog/41817_dog.png,dog
train/truck/27564_truck.png,truck
train/truck/20925_truck.png,truck
train/deer/28478_deer.png,deer
train/dog/37086_dog.png,dog
train/automobile/46914_automobile.png,automobile
train/dog/38346_dog.png,dog
train/frog/42015_frog.png,frog
train/truck/43341_truck.png,truck
train/dog/7115_dog.png,dog
train/ship/43423_ship.png,ship
train/truck/38740_truck.png,truck
train/frog/20482_frog.png,frog
train/bird/23340_bird.png,bird
train/deer/47231_deer.png,deer
train/ship/30303_ship.png,ship
train/frog/32105_frog.png,frog
train/automobile/21151_automobile.png,automobile
test/horse/9468_horse.png,horse
train/deer/23512_deer.png,deer
train/frog/6000_frog.png,frog
test/airplane/4192_airplane.png,airplane
train/dog/46785_dog.png,dog
train/ship/10475_ship.png,ship
train/cat/43352_cat.png,cat
train/cat/21835_cat.png,cat
test/dog/7798_dog.png,dog
train/frog/9847_frog.png,frog
test/deer/1350_deer.png,deer
train/bird/8865_bird.png,bird
train/horse/35392_horse.png,horse
train/deer/8233_deer.png,deer
test/deer/9118_deer.png,deer
train/automobile/21027_automobile.png,automobile
train/automobile/49045_automobile.png,automobile
train/airplane/35418_airplane.png,airplane
train/truck/35085_truck.png,truck
test/ship/918_ship.png,ship
test/deer/2280_deer.png,deer
train/automobile/24540_automobile.png,automobile
train/dog/37899_dog.png,dog
test/bird/6707_bird.png,bird
train/truck/11685_truck.png,truck
train/airplane/5494_airplane.png,airplane
train/automobile/20114_automobile.png,automobile
test/deer/4053_deer.png,deer
train/frog/34139_frog.png,frog
train/deer/36514_deer.png,deer
train/cat/334_cat.png,cat
train/automobile/43609_automobile.png,automobile
train/truck/19193_truck.png,truck
train/cat/3758_cat.png,cat
test/airplane/6953_airplane.png,airplane
train/truck/27603_truck.png,truck
train/deer/8352_deer.png,deer
train/cat/32621_cat.png,cat
train/deer/3540_deer.png,deer
train/horse/2366_horse.png,horse
train/frog/39617_frog.png,frog
train/airplane/47207_airplane.png,airplane
train/horse/13284_horse.png,horse
train/airplane/45088_airplane.png,airplane
train/ship/13808_ship.png,ship
train/deer/19170_deer.png,deer
train/truck/12708_truck.png,truck
train/frog/28236_frog.png,frog
train/horse/22520_horse.png,horse
train/bird/34959_bird.png,bird
train/dog/29955_dog.png,dog
train/automobile/26405_automobile.png,automobile
train/deer/32388_deer.png,deer
train/automobile/27953_automobile.png,automobile
train/cat/12391_cat.png,cat
train/bird/5415_bird.png,bird
test/bird/5785_bird.png,bird
train/cat/23461_cat.png,cat
train/truck/38328_truck.png,truck
train/truck/3088_truck.png,truck
train/airplane/32460_airplane.png,airplane
train/dog/5439_dog.png,dog
test/ship/1897_ship.png,ship
train/cat/5479_cat.png,cat
train/bird/18855_bird.png,bird
train/automobile/10679_automobile.png,automobile
train/deer/44400_deer.png,deer
train/cat/49044_cat.png,cat
train/airplane/30321_airplane.png,airplane
train/bird/14887_bird.png,bird
train/bird/23632_bird.png,bird
train/deer/25474_deer.png,deer
train/truck/13138_truck.png,truck
train/truck/47663_truck.png,truck
train/cat/33721_cat.png,cat
train/automobile/20549_automobile.png,automobile
train/airplane/16380_airplane.png,airplane
train/automobile/14721_automobile.png,automobile
train/horse/49332_horse.png,horse
train/bird/10469_bird.png,bird
train/airplane/14275_airplane.png,airplane
train/cat/14064_cat.png,cat
train/ship/2643_ship.png,ship
train/airplane/6711_airplane.png,airplane
train/automobile/823_automobile.png,automobile
test/frog/2635_frog.png,frog
train/bird/35771_bird.png,bird
train/dog/30090_dog.png,dog
train/automobile/28292_automobile.png,automobile
train/cat/25947_cat.png,cat
train/airplane/43508_airplane.png,airplane
test/deer/5393_deer.png,deer
test/cat/9839_cat.png,cat
train/horse/7895_horse.png,horse
test/airplane/5679_airplane.png,airplane
train/ship/17120_ship.png,ship
test/dog/9406_dog.png,dog
train/bird/25564_bird.png,bird
train/deer/31030_deer.png,deer
test/frog/5513_frog.png,frog
train/truck/16718_truck.png,truck
train/ship/49102_ship.png,ship
test/truck/1175_truck.png,truck
train/cat/32379_cat.png,cat
train/truck/22663_truck.png,truck
train/bird/3639_bird.png,bird
train/bird/47632_bird.png,bird
train/automobile/7572_automobile.png,automobile
train/airplane/10197_airplane.png,airplane
train/truck/27566_truck.png,truck
train/automobile/46519_automobile.png,automobile
train/horse/8885_horse.png,horse
test/bird/2625_bird.png,bird
train/automobile/6137_automobile.png,automobile
train/horse/21083_horse.png,horse
train/deer/27897_deer.png,deer
train/cat/8101_cat.png,cat
train/automobile/35694_automobile.png,automobile
test/airplane/7929_airplane.png,airplane
train/horse/35980_horse.png,horse
train/automobile/26905_automobile.png,automobile
train/frog/2751_frog.png,frog
train/truck/19841_truck.png,truck
test/dog/8630_dog.png,dog
test/cat/8633_cat.png,cat
train/deer/14516_deer.png,deer
test/cat/6873_cat.png,cat
test/deer/9703_deer.png,deer
train/cat/47062_cat.png,cat
train/deer/33296_deer.png,deer
test/dog/4551_dog.png,dog
train/truck/32848_truck.png,truck
test/ship/2736_ship.png,ship
train/bird/33531_bird.png,bird
train/horse/19467_horse.png,horse
train/airplane/26571_airplane.png,airplane
train/cat/5725_cat.png,cat
test/automobile/5851_automobile.png,automobile
train/frog/36462_frog.png,frog
test/ship/4649_ship.png,ship
train/automobile/21861_automobile.png,automobile
test/bird/7090_bird.png,bird
train/deer/34881_deer.png,deer
train/bird/39881_bird.png,bird
train/ship/31670_ship.png,ship
test/truck/609_truck.png,truck
test/automobile/7129_automobile.png,automobile
train/truck/18423_truck.png,truck
train/cat/37161_cat.png,cat
train/automobile/11470_automobile.png,automobile
train/deer/11860_deer.png,deer
train/frog/38957_frog.png,frog
train/automobile/134_automobile.png,automobile
train/frog/35637_frog.png,frog
test/dog/5808_dog.png,dog
train/ship/2586_ship.png,ship
train/horse/49943_horse.png,horse
train/bird/26058_bird.png,bird
train/deer/22498_deer.png,deer
test/ship/582_ship.png,ship
test/dog/553_dog.png,dog
train/automobile/36703_automobile.png,automobile
train/dog/49324_dog.png,dog
train/bird/9114_bird.png,bird
train/ship/41954_ship.png,ship
test/truck/9204_truck.png,truck
test/frog/5297_frog.png,frog
train/frog/47096_frog.png,frog
train/truck/27695_truck.png,truck
train/ship/39184_ship.png,ship
train/frog/1743_frog.png,frog
train/horse/43915_horse.png,horse
train/frog/45420_frog.png,frog
train/cat/31910_cat.png,cat
train/truck/6357_truck.png,truck
train/cat/12612_cat.png,cat
train/automobile/44269_automobile.png,automobile
train/truck/7512_truck.png,truck
train/ship/38237_ship.png,ship
train/deer/14262_deer.png,deer
train/airplane/36955_airplane.png,airplane
train/horse/41959_horse.png,horse
test/deer/2641_deer.png,deer
train/ship/21679_ship.png,ship
train/airplane/25189_airplane.png,airplane
train/airplane/8912_airplane.png,airplane
train/deer/43276_deer.png,deer
train/horse/6441_horse.png,horse
test/dog/6590_dog.png,dog
train/frog/21941_frog.png,frog
test/frog/8168_frog.png,frog
train/deer/6844_deer.png,deer
train/horse/746_horse.png,horse
train/cat/27152_cat.png,cat
train/bird/15895_bird.png,bird
test/horse/9254_horse.png,horse
train/cat/22025_cat.png,cat
train/ship/4936_ship.png,ship
train/deer/41382_deer.png,deer
train/cat/18638_cat.png,cat
train/deer/36204_deer.png,deer
train/horse/1135_horse.png,horse
train/truck/47367_truck.png,truck
train/truck/5605_truck.png,truck
train/cat/1710_cat.png,cat
train/frog/16153_frog.png,frog
train/deer/19943_deer.png,deer
test/cat/6680_cat.png,cat
test/airplane/3158_airplane.png,airplane
train/bird/37626_bird.png,bird
train/ship/46975_ship.png,ship
train/bird/2121_bird.png,bird
train/dog/9450_dog.png,dog
train/deer/35066_deer.png,deer
train/cat/41521_cat.png,cat
train/ship/32671_ship.png,ship
train/automobile/11223_automobile.png,automobile
test/ship/4670_ship.png,ship
train/automobile/17760_automobile.png,automobile
train/airplane/45182_airplane.png,airplane
test/airplane/3551_airplane.png,airplane
train/ship/24564_ship.png,ship
test/deer/22_deer.png,deer
train/deer/12636_deer.png,deer
train/airplane/28887_airplane.png,airplane
train/dog/22895_dog.png,dog
train/cat/597_cat.png,cat
train/ship/3898_ship.png,ship
train/dog/29579_dog.png,dog
train/deer/41750_deer.png,deer
test/automobile/3362_automobile.png,automobile
train/ship/6916_ship.png,ship
train/ship/46028_ship.png,ship
train/ship/9426_ship.png,ship
train/automobile/35207_automobile.png,automobile
train/dog/4956_dog.png,dog
train/cat/30159_cat.png,cat
train/cat/20714_cat.png,cat
train/frog/8647_frog.png,frog
test/bird/931_bird.png,bird
train/horse/14233_horse.png,horse
train/deer/30921_deer.png,deer
train/deer/36711_deer.png,deer
train/airplane/45604_airplane.png,airplane
test/cat/8815_cat.png,cat
train/deer/11872_deer.png,deer
train/automobile/42221_automobile.png,automobile
train/dog/10230_dog.png,dog
train/horse/11848_horse.png,horse
train/bird/11528_bird.png,bird
train/bird/502_bird.png,bird
test/truck/5092_truck.png,truck
train/frog/17940_frog.png,frog
train/cat/45192_cat.png,cat
train/bird/22107_bird.png,bird
train/cat/3026_cat.png,cat
train/horse/22076_horse.png,horse
train/frog/9303_frog.png,frog
test/dog/4160_dog.png,dog
train/automobile/38542_automobile.png,automobile
train/airplane/7328_airplane.png,airplane
train/bird/13524_bird.png,bird
test/horse/5644_horse.png,horse
train/deer/31153_deer.png,deer
train/automobile/44359_automobile.png,automobile
train/ship/1239_ship.png,ship
train/truck/7645_truck.png,truck
train/frog/48103_frog.png,frog
train/deer/27801_deer.png,deer
train/frog/47546_frog.png,frog
train/deer/18304_deer.png,deer
train/deer/19178_deer.png,deer
train/automobile/32883_automobile.png,automobile
test/horse/7965_horse.png,horse
train/deer/28039_deer.png,deer
test/automobile/6205_automobile.png,automobile
train/deer/33803_deer.png,deer
train/cat/26906_cat.png,cat
test/airplane/1735_airplane.png,airplane
train/bird/39648_bird.png,bird
train/truck/30985_truck.png,truck
train/bird/27131_bird.png,bird
train/ship/27364_ship.png,ship
train/ship/40192_ship.png,ship
test/deer/2403_deer.png,deer
train/automobile/41520_automobile.png,automobile
train/ship/10980_ship.png,ship
train/horse/49047_horse.png,horse
train/bird/3454_bird.png,bird
train/automobile/26450_automobile.png,automobile
train/deer/28174_deer.png,deer
train/automobile/28192_automobile.png,automobile
train/cat/9135_cat.png,cat
train/automobile/43668_automobile.png,automobile
train/ship/16716_ship.png,ship
train/horse/26086_horse.png,horse
test/automobile/2712_automobile.png,automobile
train/deer/31306_deer.png,deer
train/automobile/35355_automobile.png,automobile
train/airplane/30695_airplane.png,airplane
train/automobile/49150_automobile.png,automobile
test/truck/3347_truck.png,truck
train/dog/2089_dog.png,dog
train/deer/40827_deer.png,deer
train/ship/13591_ship.png,ship
train/dog/9622_dog.png,dog
train/airplane/48327_airplane.png,airplane
train/frog/18334_frog.png,frog
train/dog/16979_dog.png,dog
train/dog/32849_dog.png,dog
train/deer/3306_deer.png,deer
train/truck/18779_truck.png,truck
train/deer/4219_deer.png,deer
train/deer/28590_deer.png,deer
train/automobile/43006_automobile.png,automobile
train/truck/36381_truck.png,truck
train/dog/21776_dog.png,dog
train/deer/13453_deer.png,deer
train/airplane/25970_airplane.png,airplane
train/bird/19874_bird.png,bird
train/airplane/34781_airplane.png,airplane
train/airplane/34125_airplane.png,airplane
train/truck/19661_truck.png,truck
train/airplane/15153_airplane.png,airplane
train/truck/43271_truck.png,truck
test/airplane/7196_airplane.png,airplane
train/cat/45471_cat.png,cat
test/truck/8727_truck.png,truck
train/airplane/48729_airplane.png,airplane
train/frog/12459_frog.png,frog
train/ship/24414_ship.png,ship
test/ship/1917_ship.png,ship
train/ship/42502_ship.png,ship
train/cat/17699_cat.png,cat
train/deer/16136_deer.png,deer
train/automobile/13849_automobile.png,automobile
train/airplane/49174_airplane.png,airplane
train/cat/2564_cat.png,cat
train/automobile/3257_automobile.png,automobile
train/ship/17210_ship.png,ship
train/automobile/22490_automobile.png,automobile
train/deer/12727_deer.png,deer
test/truck/7461_truck.png,truck
test/frog/4751_frog.png,frog
train/frog/13101_frog.png,frog
train/horse/6808_horse.png,horse
train/truck/5172_truck.png,truck
test/dog/2273_dog.png,dog
train/truck/40450_truck.png,truck
train/ship/6977_ship.png,ship
train/deer/39833_deer.png,deer
train/frog/46577_frog.png,frog
test/cat/5943_cat.png,cat
test/frog/1034_frog.png,frog
train/airplane/33509_airplane.png,airplane
train/bird/30887_bird.png,bird
train/horse/2502_horse.png,horse
test/horse/1956_horse.png,horse
test/bird/2216_bird.png,bird
train/frog/11246_frog.png,frog
train/deer/43044_deer.png,deer
train/bird/33323_bird.png,bird
train/airplane/44136_airplane.png,airplane
test/bird/9230_bird.png,bird
train/cat/44896_cat.png,cat
train/frog/19608_frog.png,frog
test/frog/5203_frog.png,frog
train/horse/44509_horse.png,horse
train/deer/23637_deer.png,deer
test/automobile/3039_automobile.png,automobile
train/airplane/48069_airplane.png,airplane
train/frog/22384_frog.png,frog
train/truck/46664_truck.png,truck
train/ship/29600_ship.png,ship
train/automobile/16629_automobile.png,automobile
test/truck/1980_truck.png,truck
train/truck/19120_truck.png,truck
train/bird/12607_bird.png,bird
train/frog/15351_frog.png,frog
train/frog/23704_frog.png,frog
train/frog/2915_frog.png,frog
test/bird/5442_bird.png,bird
train/deer/19532_deer.png,deer
train/horse/34339_horse.png,horse
train/airplane/38431_airplane.png,airplane
test/deer/6853_deer.png,deer
train/automobile/20896_automobile.png,automobile
train/truck/25867_truck.png,truck
train/ship/40093_ship.png,ship
train/ship/21579_ship.png,ship
test/deer/5369_deer.png,deer
train/frog/19552_frog.png,frog
train/frog/11369_frog.png,frog
train/deer/32930_deer.png,deer
train/truck/18715_truck.png,truck
train/horse/48858_horse.png,horse
test/dog/8692_dog.png,dog
train/bird/30478_bird.png,bird
train/deer/29396_deer.png,deer
train/horse/38155_horse.png,horse
train/cat/22223_cat.png,cat
train/airplane/39471_airplane.png,airplane
train/truck/4364_truck.png,truck
train/bird/15419_bird.png,bird
train/dog/6105_dog.png,dog
train/cat/43013_cat.png,cat
test/frog/3703_frog.png,frog
train/cat/25933_cat.png,cat
train/deer/19512_deer.png,deer
train/airplane/39504_airplane.png,airplane
train/cat/49600_cat.png,cat
train/ship/8483_ship.png,ship
train/airplane/41456_airplane.png,airplane
train/bird/19130_bird.png,bird
train/cat/30772_cat.png,cat
train/dog/41340_dog.png,dog
train/bird/6956_bird.png,bird
train/airplane/9510_airplane.png,airplane
train/cat/23286_cat.png,cat
train/automobile/45030_automobile.png,automobile
train/bird/27072_bird.png,bird
train/deer/36764_deer.png,deer
train/cat/13931_cat.png,cat
train/frog/4126_frog.png,frog
test/horse/5363_horse.png,horse
train/ship/27386_ship.png,ship
train/automobile/15461_automobile.png,automobile
train/airplane/8858_airplane.png,airplane
train/ship/2489_ship.png,ship
train/frog/24479_frog.png,frog
train/ship/48168_ship.png,ship
train/horse/8187_horse.png,horse
test/cat/5856_cat.png,cat
test/ship/6689_ship.png,ship
train/horse/32068_horse.png,horse
train/dog/38874_dog.png,dog
train/deer/23211_deer.png,deer
train/dog/43088_dog.png,dog
train/deer/36968_deer.png,deer
train/bird/28399_bird.png,bird
train/truck/30064_truck.png,truck
train/dog/27893_dog.png,dog
train/horse/31528_horse.png,horse
train/deer/22391_deer.png,deer
train/frog/13537_frog.png,frog
train/horse/35512_horse.png,horse
train/horse/19263_horse.png,horse
train/dog/45271_dog.png,dog
train/truck/24173_truck.png,truck
train/dog/17871_dog.png,dog
test/automobile/8391_automobile.png,automobile
test/deer/1375_deer.png,deer
train/truck/48435_truck.png,truck
train/airplane/9193_airplane.png,airplane
train/dog/46275_dog.png,dog
train/airplane/32025_airplane.png,airplane
train/horse/42078_horse.png,horse
train/automobile/4332_automobile.png,automobile
train/ship/32014_ship.png,ship
train/deer/25636_deer.png,deer
train/deer/42342_deer.png,deer
test/frog/292_frog.png,frog
test/ship/7977_ship.png,ship
train/airplane/16238_airplane.png,airplane
test/airplane/8961_airplane.png,airplane
